Z,time
0.0,0.0
-2.071524025746065,1.0
-2.7795327489236508,2.0
-2.502681789110374,3.0
3.404543316779604,4.0
0.9243985217443212,5.0
4.255374199805281,6.0
2.2238079732480007,7.0
3.8016630171069927,8.0
5.121159912344826,9.0
2.4980759162608597,10.0
4.147258551010118,11.0
4.238713639479403,12.0
0.9558721785232697,13.0
-2.8902486529493867,14.0
-3.143869218189303,15.0
-4.4193548719317235,16.0
-2.726221936297446,17.0
-1.8851055914013075,18.0
-0.49210867598237445,19.0
-1.0388408007491614,20.0
-3.790557887390965,21.0
-3.98279873449376,22.0
-3.9669321850432198,23.0
-4.957197251639412,24.0
-5.219595644864015,25.0
-5.0125730583065335,26.0
-5.438618191447383,27.0
-5.05314602632491,28.0
-0.42009997054237613,29.0
-2.1810919522038112,30.0
0.3176283774511708,31.0
4.2766297090111935,32.0
5.265519206278256,33.0
5.96085852702162,34.0
7.083857214122866,35.0
4.398258200928706,36.0
6.820629132228065,37.0
4.3452671386918915,38.0
4.159466716580622,39.0
2.2224341995201424,40.0
5.720019514138753,41.0
3.366556669785191,42.0
5.3996949425909255,43.0
5.017293389590926,44.0
5.618005688868328,45.0
4.727936412425103,46.0
2.870541439117725,47.0
5.648144808902609,48.0
3.671764461626557,49.0
5.502807171539693,50.0
3.215427822642547,51.0
5.504636958325643,52.0
5.457907487279789,53.0
1.595833699598955,54.0
2.0681763849330754,55.0
3.293197761776578,56.0
5.351690344209296,57.0
5.587446315597267,58.0
4.3221696199446535,59.0
2.2616344571141416,60.0
1.9175591299872143,61.0
2.544132943247434,62.0
6.228283707884661,63.0
2.0866712382816583,64.0
6.287336460183681,65.0
5.893272997807488,66.0
2.5515344638349946,67.0
4.265184029040806,68.0
6.070362917479476,69.0
4.827774768079005,70.0
2.141199936780711,71.0
1.586912147951837,72.0
6.159197383170103,73.0
6.242816450373918,74.0
5.128526638942818,75.0
4.4433730622757786,76.0
4.524875233063797,77.0
6.238241553175432,78.0
0.8959462533543339,79.0
4.790997124051444,80.0
5.198351224245172,81.0
5.33516941662143,82.0
5.880015992963021,83.0
4.984823170827763,84.0
4.599631709246902,85.0
5.842180987335762,86.0
5.725392545066727,87.0
5.9919493527609555,88.0
4.673768264691321,89.0
4.947493065714228,90.0
2.033308317145343,91.0
-0.46348382653623643,92.0
1.8783877619257507,93.0
0.20677687370556197,94.0
-0.9554941583931766,95.0
0.7139346063201897,96.0
-1.5847305748084126,97.0
-1.3525616553865978,98.0
-2.8268285602581567,99.0
-4.339063360159908,100.0
-3.3732413583839636,101.0
-3.9747013921408714,102.0
-3.6952952915531716,103.0
-4.4166107043732445,104.0
-4.999577892374834,105.0
-3.870697617530547,106.0
-5.125678478189693,107.0
-5.335880692081666,108.0
-3.8245979915832176,109.0
-4.941178229499454,110.0
-2.358419717031098,111.0
-3.8409278498457446,112.0
-2.699704245458702,113.0
-6.613264598305601,114.0
-5.036670287986719,115.0
-0.011184523896436982,116.0
0.37288419837337794,117.0
-1.2060356052118681,118.0
-3.7147702213642013,119.0
-6.859482199750602,120.0
-5.050896716728664,121.0
-6.759968103181824,122.0
-2.0578996251887456,123.0
-5.10099916837164,124.0
-7.74283118610271,125.0
-0.9422827858402472,126.0
-3.7465909439240455,127.0
-3.1948270276943997,128.0
-4.934884413578519,129.0
-6.03316763574901,130.0
-6.280657603536485,131.0
-2.4216138983576077,132.0
-4.496097924416574,133.0
-2.4981048965170842,134.0
-0.8483158115647456,135.0
1.946809622898945,136.0
3.4265178706683708,137.0
2.78504959007197,138.0
3.1981698654790716,139.0
-1.0520467944807064,140.0
-3.366270296219719,141.0
-4.621632002757163,142.0
-2.9827690569681247,143.0
-6.104471335602188,144.0
-4.7140539732666955,145.0
-4.448347339659702,146.0
-5.559989612842958,147.0
-4.286307617184577,148.0
0.24803656546619923,149.0
3.452315652920959,150.0
4.762400399908613,151.0
5.230749424889753,152.0
3.4696078848828007,153.0
3.1640688921042934,154.0
1.5061982150488915,155.0
-1.2743272779670767,156.0
-1.5225192555761613,157.0
-0.843174130660965,158.0
-1.9240794687351326,159.0
-6.0712766520406936,160.0
-4.008547349299171,161.0
-4.167867621474278,162.0
-2.311628733871604,163.0
-2.2115991164954854,164.0
-3.5400855384638206,165.0
-5.466431147938495,166.0
-4.137973474737362,167.0
-4.792833891735363,168.0
-3.906661651095103,169.0
-4.998131463251524,170.0
-5.375858199198279,171.0
-5.981383430266013,172.0
-4.908037258972525,173.0
-4.872493063596167,174.0
-6.773567772010096,175.0
-4.610114362714288,176.0
-4.550939646892926,177.0
-6.011173870672515,178.0
-3.74825153778768,179.0
-5.056835022318713,180.0
-4.426492217612238,181.0
-6.811958298141691,182.0
-5.237927596221218,183.0
-5.386494334144568,184.0
-5.504623610973911,185.0
-1.5941193171882821,186.0
-7.09205108035747,187.0
-5.208807992280647,188.0
-5.6601004978389255,189.0
-3.3986080911236836,190.0
-4.501838023599508,191.0
-3.291025656009842,192.0
-6.3797183469592325,193.0
-4.609862941080431,194.0
-3.1701597069746272,195.0
-5.567602383131284,196.0
-1.68629213591557,197.0
0.260834574341405,198.0
2.3329162264250267,199.0
3.286274262875404,200.0
4.102274491036484,201.0
5.525131810260887,202.0
4.445756796466171,203.0
5.902479567984774,204.0
5.831501755880139,205.0
5.1757125746044785,206.0
4.228171618298259,207.0
3.9778047837452313,208.0
2.834289386750544,209.0
3.7487380578175022,210.0
4.126043056652001,211.0
5.4392077912818415,212.0
6.116690687405191,213.0
4.489943164525377,214.0
2.8253006025822045,215.0
4.7781237309690034,216.0
5.505258123011844,217.0
1.268542705532537,218.0
0.47379941036387946,219.0
-1.8983411233865706,220.0
-7.026287854179761,221.0
-4.964708921297352,222.0
-5.194755182590584,223.0
-5.808952667699908,224.0
-3.4417843986771044,225.0
-5.068438452758647,226.0
-5.139032996975392,227.0
-5.595369946459452,228.0
-6.192351437630867,229.0
-5.912496945957514,230.0
-4.86924296242079,231.0
-3.8837110011050555,232.0
-6.423436404606121,233.0
-3.0562339784360257,234.0
-1.5849498898867698,235.0
2.492873562369262,236.0
3.1415431007831196,237.0
5.538820223698115,238.0
6.009989396492868,239.0
5.288065546150814,240.0
4.726835239217512,241.0
1.9079723438991383,242.0
8.042439256833829,243.0
6.578546259642157,244.0
4.176768869310395,245.0
2.169755941168194,246.0
5.051270436588204,247.0
6.002410828538231,248.0
2.9215704143543064,249.0
5.699454708280798,250.0
6.733942032754488,251.0
4.342946663974841,252.0
7.137553731123668,253.0
4.914110311319867,254.0
4.10396144574165,255.0
4.473438015573086,256.0
-0.26645459050672693,257.0
1.369929566934359,258.0
2.8147262112470397,259.0
1.5834300445609109,260.0
5.0282556788691934,261.0
6.140566241988611,262.0
4.600578286496421,263.0
4.07216220225361,264.0
4.981637982892208,265.0
3.418171155286082,266.0
-1.2079641274384758,267.0
-2.865857779766962,268.0
0.30785301271248655,269.0
-3.283528389565307,270.0
-0.2734078593265544,271.0
-1.7298032250352402,272.0
-4.020087896291978,273.0
-3.8726875896122466,274.0
-3.549961371302364,275.0
-0.16391762203438098,276.0
-1.5269331270554136,277.0
-0.5054498757855622,278.0
-1.4096366785584595,279.0
-0.23069864136477453,280.0
2.168850473345623,281.0
5.1086158217866,282.0
5.329882122254698,283.0
5.502064681866043,284.0
3.967728247047856,285.0
3.347990940913832,286.0
6.6264427474922725,287.0
6.080916305596109,288.0
3.951966157519048,289.0
3.481148479904044,290.0
3.615421219741566,291.0
2.6500773912722146,292.0
3.6736188467440365,293.0
5.000275650953987,294.0
2.607239466594387,295.0
3.0811415964282896,296.0
4.425181478885534,297.0
2.969604091036878,298.0
3.1890216767437716,299.0
2.434315321884452,300.0
4.595871843951919,301.0
3.5257417859865368,302.0
5.313084580160279,303.0
2.9687248747879003,304.0
4.265090105150745,305.0
-2.417946165507712,306.0
-4.103066723370334,307.0
-5.117942182989585,308.0
-5.050304355355059,309.0
-6.30644500783311,310.0
-5.827832229881778,311.0
-3.2527082409696413,312.0
-0.9347775156378517,313.0
-3.6898598775882774,314.0
-4.806757295588749,315.0
-3.581685074412148,316.0
-4.489854777483905,317.0
-2.5509847049690997,318.0
-4.51123132263316,319.0
-5.407061861049071,320.0
-4.952643076991416,321.0
-4.572328016280381,322.0
-5.217237424504786,323.0
-4.749060504189322,324.0
-4.759450368523052,325.0
-4.924971921637945,326.0
-4.082447522576546,327.0
-2.109642168489078,328.0
-3.0271012442468477,329.0
-1.3792042419223296,330.0
-5.49652054904609,331.0
-5.053611215261014,332.0
-3.9900584474776464,333.0
-4.729400633221214,334.0
-4.929327281859169,335.0
-6.4484895485196505,336.0
