-5.750000000000000000e+00 5.320180042372033569e-01 -8.983215745439954159e-02
-5.250000000000000000e+00 3.092385542244566743e-01 -9.023311720064672303e-02
-4.750000000000000000e+00 1.566753008915939827e-01 -6.491231411714717958e-02
-4.250000000000000000e+00 3.092385542244566743e-01 -8.981279086497201414e-02
-3.750000000000000000e+00 3.905404182476346353e-01 -6.243612033922719962e-02
-3.250000000000000000e+00 6.171543385316442532e-01 -9.516537007838102302e-02
-2.750000000000000000e+00 4.934892397863437363e-01 -1.096606934433277114e-01
-2.250000000000000000e+00 6.897389956273483058e-01 -8.858454459897589783e-02
-1.750000000000000000e+00 7.027132969002269913e-01 -1.453787761611108342e-01
-1.250000000000000000e+00 9.396084964253073046e-01 -1.118256393132769227e-01
-7.500000000000000000e-01 9.591736541137283467e-01 -1.797296698825489036e-01
-2.500000000000000000e-01 8.843848494560209161e-01 -9.025685622825845023e-02
2.500000000000000000e-01 1.044308683040291896e+00 -1.349648473409491845e-01
7.500000000000000000e-01 7.868787345170340508e-01 -8.752522289065997607e-02
1.250000000000000000e+00 8.020956696118575202e-01 -1.088496288183814914e-01
1.750000000000000000e+00 7.433602925724902555e-01 -8.066397604580027858e-02
2.250000000000000000e+00 4.660953986386935366e-01 -7.377153883734260953e-02
2.750000000000000000e+00 4.229826906305689249e-01 -4.941097698554575840e-02
3.250000000000000000e+00 2.755546474235304188e-01 -5.998465111386185045e-02
3.750000000000000000e+00 2.436168074387352611e-01 -1.065801071155863949e-01
4.250000000000000000e+00 5.706161563131550984e-02 -8.948391436715363856e-02
4.750000000000000000e+00 3.893489612623635132e-02 -9.415352147241910774e-02
5.250000000000000000e+00 0.000000000000000000e+00 -1.016933463042208885e-01
5.750000000000000000e+00 1.199508725914666396e-01 -7.246997434831478624e-02
